doc_index	true_label	exp_label	annotation_time	snippet	doc_text
1420	1	1	2.77636098862	Excellent film that reveals how people are connected to the taken for granted, ordinary beads exchanged during Mardi Gras.	Excellent film that reveals how people are connected to the taken for granted, ordinary beads exchanged during Mardi Gras. The film is much more than a commentary on globalization. In fact, it humanizes the workers in China, the owner of the factory, the bead distributor in New Orleans, and even the revelers in New Orleans. What stands out the most is the director's ability to tell a tricky story with complicated details in such a simple and seductive way. His amazing access to the factory is another aspect that's intriguing and I only wish I knew how he got inside. It's a beautiful story without sentimentality or guilt associated with it, and the conclusion provides hope without leaving people feeling alienated.
17137	0	0	4.3915169239	A bondage, humiliation, S&M show, and not much else.	A bondage, humiliation, S&M show, and not much else. The plot is flat, really just a banal setup for the stylishly depraved set-pieces. The host of the aforementioned show, a silly little man who spouts drivel while prancing around the stage in dresses, was almost as painfully distracting as the attempts at artful editing. The dream-like ending felt tacked on. To the film's credit though, Aya Sugimoto was fairly convincing as the tortured lead. Flower and Snake has been compared with Eyes Wide Shut but aside from some minor surface similarities, Kubrick's is easily the more layered, artistic, and atmospheric picture.
14828	0	2	7.26760601997	This documentary is a reenactment of the last few years of Betty Page's(Paige Richards) career.	This documentary is a reenactment of the last few years of Betty Page's(Paige Richards) career. The Tennessee tease was the most recognizable pin-up queen in history. Her most memorable work came in the 1950's and was fetish photos, bondage and cat-fight "girly flicks". Irving Klaw(Dukey Flyswatter)at his Movie Star News instructed Betty on what to do in front of the camera. There was no nudity in the famous photos or "stag films", but nonetheless, Klaw was charged with distributing obscene materials and was ordered to destroy them to avoid prosecution. It is no surprise that Betty had a cult following at the height of her career. The girl-next-door with jet black hair, blue eyes and an hour glass figure dressed in fetish gear or not would mesmerize for decades. After all, it has been said that she was photographed more than Marilyn Monroe and second only to the most photographed image in the world, Elvis Presley. Betty Page would disappear and devote her last years to religion. This movie actually could have been a lot better; but good enough to hold interest.  Miss Richards is stunning in her own right. Bra, panties, garter belt and hose do not hurt her image in the least. Also in the cast: Jaimie Henkin, Jana Strain, Emily Marilyn and Julie Simone. Be advised this movie can change your heart rate.
21613	1	1	9.31649494171	We toss around the term "superstar" way too lightly these days, but here's one guy that truly deserves it.	We toss around the term "superstar" way too lightly these days, but here's one guy that truly deserves it.  I was glued to the set this entire show. The song selection was perfect -- it only contained the songs I actually wanted to hear and cut in with documentary footage during the weaker new songs. I loved that the band was just a five guys on stage in a very minimalist environment. (With songs of this strength, you don't need a circus to be entertained).  The shots of the crowd were amazing, too. How many performers can affect the original Beatles fans (now in their 50's and beyond), get young kids to jump up at the opening lines of "Can't Buy Me Love" and impact everyone in between?   While watching, I also realized that in the wake of John Lennon's tragic death, Paul McCartney instantly became an afterthought. Paul not only lost John and George (no matter what their final relations were, it must be hard to lose someone with whom you changed the world), but he also lost his wife Linda and never really seemed to garner the acknowledgment Lennon's murder received. I agree that Lennon's murder was horrible, but only now did I realize that Paul was sort of forgotten in the aftermath. I was very happy that he's found love again in Heather.  As for those complaining about the audio/video quality, I had no complaints whatsoever; both were crystal clear on my set. I think these same people will complain about the quality of DVD when the next format comes out; they'll never be satisfied.  My only regret was not buying a ticket to this show when I had the chance. Thanks to this video I was able to enjoy it.  When people remember John Lennon, they will first remember his murder and then his music. I now have a new appreciation for Paul McCartney, because, if nothing else, he will be remembered for his music first. And let's hope another lunatic won't change this, because the McCartney catalog is pretty good.
5761	1	0	14.6137020588	Weak, fast and multicolor,this is the Valvoline's movie in fact you can see always this brand of oil in a lot of scene.	Weak, fast and multicolor,this is the Valvoline's movie in fact you can see always this brand of oil in a lot of scene. The real protagonist are the cars,weak performances of Cage and Duvall. A intresting Angelina Jolie is a unlikely mechanic. For the lovers of dream car(LAMBORGHINI and FERRARI over all).
9596	0	2	16.5158820152	I want to state first that I am a Christian (and that I do work in the film and TV industry) so I understand what it is like to work on a feature length film so props to the filmmakers in that regard.	I want to state first that I am a Christian (and that I do work in the film and TV industry) so I understand what it is like to work on a feature length film so props to the filmmakers in that regard. I'm all for positive, uplifting messages if they are true to the nature of life (that this is a fallen world and that things don't always work out ... even for followers of Christ). I'm glad that others are having such overwhelmingly positive reactions to the overt Christian message; for me it was just that the execution is where the film fell on its face. A movie lives and dies on its story and here you have one dimensional stereotypes, exposition aplenty, and spontaneous changes in character behavior that are inexplicably to say the least. I believe that a film does not have to club you over the head with its message to get the point across. I'm sure the Kendrick bros. will improve with time and that their storytelling methods will as well. Maybe they could direct someone else's screenplay as their next project.  * Sports films are not exactly my first love but a good one (Hoosiers, Field of Dreams, etc) can inspire in a multitude of ways. If you would be interested in a PG-rated film that inspires, give Steven Soderbergh's 'King of the Hill' a look. All truth is God's truth ...
23040	1	2	5.53666901588	Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress.	Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr. Smith goes to Washington type of movie, with some variations but the same premise. I taped this movie off of cable years ago because I had a huge crush on Goldie Hawn. The story is interesting, but it's highly unlikely that some cocktail waitress will get an important job in the government just because she saved some big shot's life. It made me laugh and made me mad at the same time. It made me laugh because some of the situations she found herself in were so ridiculous, I had to laugh. (POSSIBLE SPOILER AHEAD). It made me mad to think that our government would set up an average citizen in the manner she was set up. And the speech she made at the end...beautiful. Too bad not many people have guts like that in real life.
3167	1	0	8.89030098915	You know, this movie isn't that great, but, I mean, c'mon, it's about angels helping a baseball team.	You know, this movie isn't that great, but, I mean, c'mon, it's about angels helping a baseball team. I find the plot line to be hilarious anyways, this kid's dad says he'll take him back if the angels win the pennant (because he knows they won't) Kid prays to his fake god to help the angels win, god helps the whole time (via the angel Christopher Lloyd, RIP) And in the end, his dad doesn't take him back and rides off on his motorcycle right in that kids face. it's hilarious until Danny Glover adopts it and it's friend.  I guess the upside is that the old lady is left alone to die with her stitchin' projects and her stories. The real winner here, though, is god. Because later he got a job as a writer for numerous prank shows.  As a kids movie, it gets a 7. As a movie about the mysteries of blind, stupid faith, and the nature of "god," it gets a 10.
24155	0	0	13.5245890617	Firstly, I won't tell you WHY I rented this movie, as I'm still confused myself...  Air Rage is much like any movie I've seen where a plane is hijacked.	Firstly, I won't tell you WHY I rented this movie, as I'm still confused myself...  Air Rage is much like any movie I've seen where a plane is hijacked. There is of course that one important person on the plane, and the hijacker looking for revenge. The sad thing is, some of the methods to stop the hijackers have already been used in other movies. Are we really becoming so unoriginal so quickly?  Although it's Ice-T (who for some incomprehensible reason makes painful attempts at ACTING while he's not busy putting the "c" back in front of rap) who is glorified on the cover, the movie actually stars the less than amazing Kim Oja as a stewardess who is 'surprisingly' OVERLOOKED by the five hijackers, which naturally comes back to haunt them. As for the rest of the cast, the only person I managed to recognize was Steve Hytner, more commonly known as Kenny Bania from "Seinfeld".  I can't forget to leave out my favorite part of the movie, when a hijacker used about a POUND of PLASTIQUE to blow a lock off a door... BRILLIANT.  The plot was unnaturally predictable.  The script - atrocious. It got to the point where I could say something, which I felt would make a stupid comment, and it would be the next line in the movie.  As for special effects... the only thing special about this movie is that I wasted the cost of electricity to run my TV and VCR for 100 minutes.  And the title - the movie DID take place in the Air. But due to the less than stellar performances, the only Rage in the movie was that of the viewer.  So, if you're in the mood to even pick apart a movie, just because it's bad. Please SAVE YOURSELF, don't choose this.
21632	1	2	21.7756941319	In Mexico City, the former CIA assassin and presently an alcoholic decadent man John Creasy (Denzel Washington) is hired by the industrialist Samuel Ramos (Marc Anthony), with the recommendation of his old friend Rayburn (Christopher Walken), to be the bodyguard of his young daughter Pita (Dakota Fanning) and his wife Lisa (Radha Mitchell).	In Mexico City, the former CIA assassin and presently an alcoholic decadent man John Creasy (Denzel Washington) is hired by the industrialist Samuel Ramos (Marc Anthony), with the recommendation of his old friend Rayburn (Christopher Walken), to be the bodyguard of his young daughter Pita (Dakota Fanning) and his wife Lisa (Radha Mitchell). Pita changes the behavior of the cold Creasy, making him live and smile again, and he feels a great affection for her. When the girl is kidnapped and Creasy is informed that she was murdered by the criminals, he swears to kill each one responsible for the abduction.  "Man on Fire" is almost a masterpiece, and will become certainly a classic in the future. The story is excellent, never corny and although having 146 minutes running time, the viewer does not feel time passing. The cast is composed by excellent actors and actresses, their performances are outstanding, highlighting Denzel Washington, Dakota Fanning and Radha Mitchell. The cinematography has wonderful moments, and the screenplay has stunning lines. I personally loved when the character of Christopher Walken explains to Manzano (Giancarlo Giannini) that Creasey's specialty is death, and he is preparing his masterpiece. I agree with the user that commented that "Man on Fire" is one of the best, if not the best, film of the year in this genre. My vote is ten.  Title (Brazil): "Chamas da Vingança" ("Flames of the Revenge")
11391	1	1	5.78717494011	this film takes you inside itself in the early minutes and holds you till the end.	this film takes you inside itself in the early minutes and holds you till the end. it has a very humane story and very good selected music. The acting of Moritz Bleibtreu (Giancarlo Amato) and Barnaby Metschurat (Gigi Amato) is satisfying. Recommended to people who get bored of action films and want to see a good movie.
4373	0	0	7.03992199898	I had recently been watching Johnny Test in an attempt to find humor in it.	I had recently been watching Johnny Test in an attempt to find humor in it. I failed, horribly. Cartoon Network usually has a tendency to make their shows enjoyable by all audiences, but Johnny Test is "entertainment" in it's lowest form. The writing is incredibly predictable, and the running gags aren't much gags at all. Kids will love it, and that's about it.  Now, this isn't to say that it's all bad. The original opening theme was actually pretty catchy, but for some reason they took the skeleton of it and figuratively smashed it with a figurative aluminum bat. It's a shame, because that was really one of the best things it had going for it.  Some of the characters could be very interesting, in theory. With a little work, the characters could work well together, but they're too one-dimensional. Then again, this makes it easy for the kids to follow.   The pace is a bit too fast as well. The episodes are too busy, leaving little time for clever writing. This is a real shame, because there are so many interesting concepts that the show brings forth. On the upside, however, the fast pace will stop the kids from losing interest, and that's really the entirety of the target audience.  Overall, the show looks very good on paper, but just doesn't succeed in being funny or interesting. This is a show I want to like, but I'm incapable of it. There's just so much potential that isn't realized. Kids will enjoy it, but that's about it.
9461	0	2	4.37606883049	Meet Peter Houseman, rock star genetic professor at Virgina University.	Meet Peter Houseman, rock star genetic professor at Virgina University. When he's not ballin' on the court he's blowing minds and dropping panties in his classroom lectures. Dr. Houseman is working on a serum that would allow the body to constantly regenerate cells allowing humans to become immortal. I'd want to be immortal too if I looked like Christian Bale and got the sweet female lovin that only VU can offer. An assortment of old and ugly university professors don't care for the popular Houseman and cut off funding for his project due to lack of results. This causes Peter to use himself as the guinea pig for his serum. Much to my amazement there are side effects and he, get this, metamorphoses! into something that is embedded into our genetic DNA that has been repressed for "millions of years". He also beds Dr. Mike's crush Sally after a whole day of knowing her. She has a son. His name is Tommy. He is an angry little boy.  Metamorphosis isn't a terrible movie, just not a well produced one. The whole time I watched this I couldn't get past the fact that this was filmed in 1989. The look and feel of the movie is late seventies quality at the latest. It does not help that it's packaged along with 1970's movies as Metamorphosis is part of mill creek entertainment's 50 chilling classics. There is basically no film quality difference whatsoever. The final five minutes are pure bad movie cheese that actually, for me at least, save the movie from a lower rating. Pay attention to the computer terminology such as "cromosonic anomaly". No wonder Peter's experiment failed. Your computer can't spell! This is worthy of a view followed by a trip to your local tavern.
20609	0	2	9.90842103958	From actor and independent writer/director John Cassavetes, A Woman Under the Influence gives the viewer a look at a working class family with a problem of mental instability.	From actor and independent writer/director John Cassavetes, A Woman Under the Influence gives the viewer a look at a working class family with a problem of mental instability. The husband, Nick (played by Peter Falk) is a blue collar worker who has trouble showing his wife, Mabel (played by Gena Rowlands) the amount of attention that she deserves. From the onset of the film, it is obvious that Mabel is very quirky and strange, but only a few minutes later it is clear that she is much more than that. Crazy. Bonkers. Out of her damn mind. Nick tries his hardest to hide this from his co-workers, and after she has a particularly strange incident at dinner, he asks her if she'll be okay, as if he's trying to deny Mabel's illness. Her problem only spirals from there.  I did find some particular problems with this film. I guess these problems were mostly present in the story, and the way some of the character acted toward the end. Mabel has been committed, because, frankly, she's nuts. Then, six months later, she's ready to come out of the hospital, and her husband throws a party to welcome her back. He never acts stupid in the beginning of the movie. Why would he invite all these people, some of them strangers to Mabel, over to his house when his wife is in such a fragile state? It's simply idiotic. Later, after Mabel comes in the house, Mabel's father has a huge outburst at Nick, screaming at the top of his lungs about not wanting to eat spaghetti. His daughter has just gotten back from six months of rehabilitation, and the thing you want to do is keep her calm, and he goes nuts over spaghetti? A few minutes later in the film, Nick brings Mabel into the stairwell and forces her to do the things she did when she was mentally unstable; make her weird noises and gestures. Didn't he send her there to make her better and not do those things? There were various other parts that occurred after this, but it would just be redundant to look at them in more detail. I guess I just had a serious problem with the decision by Cassavetes to have his characters act in this way. It simply didn't make sense.  However, although I had problems with the ending of the film, there was one aspect that really redeemed it; the acting. Gena Rowlands played an amazing crazy woman. There were times when I forgot she was acting, where I got so caught up in her wild gesticulations and crazy talk that I was actually scared of her. She was amazingly convincing and intense. However, I was also impressed by the rest of Mabel's family. Peter Falk played a very strange character, and I almost thought he was crazy himself, because of the awkward way he handled his children, his job, and especially the situation with his wife. I also usually don't appreciate child actors. But the young people who played Nick and Mabel's children in this film were phenomenal. It really felt like they were Mabel's children, because they seemed so attached to her and were so interesting in helping her with her problem. I think their performances are one of the things that kept this film together, and without them it would have made the film less realistic and less intense.  In general I wasn't impressed by this film. The story was jumbled and unclear, and the characters acted in ways that made me wonder who wasn't insane in the movie. The only saving grace were brilliant lead acting roles of the Longhetti family. Their realistic dialogue and powerful acting kept the film together, and are probably the only reason the film has ever amounted to anything.
6554	1	1	9.12638807297	The surprise nominee of this year's Best Animated Feature race at the Oscars.	The surprise nominee of this year's Best Animated Feature race at the Oscars. It's an Irish film by heart, but it was co-produced by Belgium and Brazil, with, I'm guessing, animators working in all three countries. The product is one of the most beautiful and unique films in recent memory. The character design is a little reminiscent of the French animated film Persepolis from a couple of years back, with very simple characters with thick, black outlines. This film is not in black and white. Oh no. What makes this film great is its use of color, simply some of the most outrageous and startling use of colors I've ever seen. The general design of the pictures is also a lot more geometrical, with characters who are basically rectangles or ovals. Much of the film can be spent playing find the circle - a major aspect of the visual design is a circle in the center of the image. All of these geometrical designs have a purpose - the story is about a young boy who is learning to be an artist working on illuminated manuscripts (the Book of Kells is a real illuminated Bible; the art of the film is based on the drawings in it). The story of the film isn't especially deep, but it's a pretty good fantasy tale. Brendan is a young boy in Kells, a city surrounded by enormous walls, built by his uncle to keep out Vikings. A newcomer to Kells, Brother Aiden, inspires Brendan to take up illustrating. He also inspires him to do things like leave Kells and explore the nearby forest, within which lives a nymph. Bruno Coulais provides a fantastic score, almost as good as the one he did for Coraline, which I consider the very best of the year.
13376	1	1	8.21061301231	It's hard to say anything about a movie like this because there isn't enough words to give this magnificent, stylish and unique film the veneration it unquestionably deserves.	It's hard to say anything about a movie like this because there isn't enough words to give this magnificent, stylish and unique film the veneration it unquestionably deserves. They should make this the official and only true real Hamlet -movie because all the previous films out of the same immortal spectacle are being overshadowed by Kenneth Branagh's "Hamlet".  It's a perfect, complete version of the play, potent, massive, earthshaking first-class masterpiece Shakespeare would have been proud of. They've packed over a dozen of world-famous top actors in the same film and everyone of them is having one of the greatest performances of their career. Every moving and charming sequence leaves behind a comprehensive sense of satisfaction.  The cameras embrace gracefully the enchanting coulisses. Branagh is phenomenal in the leading role. His sharp, irresistible performance is the only one of it's kind and will be permanently part of the glorious movie history. Every second in this presentation is feast for the movie lover from beginning to the very end. Branagh's version of "Hamlet" is among the ten best motion pictures ever.
6779	1	1	9.00364899635	This is real character and story driven drama at a level that shames most of what we see on TV at the mo.	This is real character and story driven drama at a level that shames most of what we see on TV at the mo.  I was impressed right from the start. Don't be put off if your not a sci fi nut (like me...) This could be happening on earth, the fact that its in another galaxy just makes the show more interesting. there are no space ships or laser guns (None yet anyway) So far I've seen up to s01 e04 and I'm gripped and wondering whats going to happen next as there are so many possibilities.  The cast play there roles with pasion. Eric stoltz is especially strong.  This show really stands alone well, it doesn't matter if you watched BSG or not, in fact they are quite different. I've read some negative reviews from sci fi geeks who expected less drama and more aliens and ray guns etc but I would say ignore them.  This is a really positive start to a show. Lets hope they don't cann it after 1 or 2 seasons like they normally do with good shows these days.
7423	1	1	5.00216698647	BORN TO BOOGIE is a real 'find'--though a rock fan for nearly thirty years, I only first saw the film a few days ago, and rank it among the top rock films of all time; the music's terrific (the cream of T. Rex) and the visuals consistently exciting and unusual, leaving this viewer craving any more past directorial efforts of Ringo Starr, who did a fine job here.	BORN TO BOOGIE is a real 'find'--though a rock fan for nearly thirty years, I only first saw the film a few days ago, and rank it among the top rock films of all time; the music's terrific (the cream of T. Rex) and the visuals consistently exciting and unusual, leaving this viewer craving any more past directorial efforts of Ringo Starr, who did a fine job here. If you love the music, you'll be in T. Rextasy throughout, as Marc Bolan really is the star of the piece, front and center. Even the fact that some songs are repeated doesn't matter a bit: different venues, costuming, musical arrangements, and bizarre visual concepts are all used to lend different textures and a great deal of upbeat humor to what could have ended up as 'only' a concert film in other hands. As rich and full packed as BORN TO BOOGIE is, the film's only about an hour long, but what is there is totally satisfying. Therein lies my only criticism--the video package states something like 71 minutes, and at least one online source claims the film to be 67 minutes, but apparently it's more like 61 minutes of rocking fun.
