doc_index	true_label	exp_label	doc_text
14056	0	0	I can hardly believe I watched this again last night after more than 25 years...  Some time back, I watched 6 Fu films in a row... Boris Karloff, and all 5 Chris Lees. The last 2 Lees, both directed (and I use that word loosely) by Jess Franco, were abominable. At the time, I skipped this one, remembering that, in some ways, it was EVEN WORSE.  Well, I watched it. NEVER again. You know what's worse that an abominable film? A really WELL-MADE piece of S***. And that's what FIENDISH PLOT is. It is a VERY good-looking movie. GREAT production design, sets, costumes, music, photography, editing, mostly good cast, some decent acting...  ...and absolutely, positively, one of the WORST SCRIPTS in movie history!!!!! AAAUGH!!!!! The first minute of the film is so deceptive... one might mistake this for a decent movie. And then they start singing "Happy birthday to Fu"... and it goes downhill. Having Burt Kwouk (of whom his master says, "Your face-- is familiar.") accidentally pour out Fu's elixir vitae to put out a fire, resulting in his being condemned to torture, burial and having one of his ears cut off, was the closest thing to funny they had. It was like someone decided they wanted to do a "campy" film-- so ridiculous it would be funny. RIDICULOUS, it is... FUNNY... it AIN'T. At all.  It's sad, because it's clear in the first few minutes that someone did a LOT of research into the Fu Manchu series in order to get so much of it "right". With a different script-- either a really FUNNY one, or a dead SERIOUS one, they might have-- could have-- SHOULD have-- had a classic on their hands. A film that could have made one forget the horror of those Jess Franco atrocities... instead of making one want to dig them out as masterpieces, by comparison.  There was a period in the late 70's when a whole slew of classic 30's characters were revived in movies that were universally awful. Buck Rogers, Flash Gordon, Tarzan, The Lone Ranger, Charlie Chan, even Doc Savage. I'm not sure, this one may be the worst of the lot. It took great self-control not to fast-forward over whole sections of it, especially any scenes containing Sid Caesar (FBI chief who was also Al Capone's cousin-- you see what I mean?). It isn't just that the ideas in the film aren't funny... they often make NO SENSE whatsoever. Like when they "audition" police officers to impersonate the King and Queen, and we wind up seeing people "audition" dance-hall routines like singing, dancing, and riding a unicycle. How many drugs did the writers of this thing have to take for any of this to make sense to them?   As I said, a shame... and a real waste of all that talent, including that of Peter Sellers (who played both Fu and Nayland Smith), Burt Kwouk (who'd been in a Chris Lee Fu film in his time), Helen Mirren (the police woman who shockingly falls in love with the villain and damn near steals the last half-hour of the film!). I begin to wonder if anyone will EVER make a "proper" Fu Manchu film, or if fans will have to settle for Karloff's being almost the ONLY one?
8239	0	0	The week before I saw Iowa, I saw Art School Confidential, in which a pretentious student makes a film and can't decide whether he wants it to be art or violent exploitation. Iowa could be the film that he made. I can see elements of much better movies in Iowa - Spun and Natural Born Killers. However, in addition to artiness, both those movies had good character development and coherent story lines. Iowa. This movie stumbles to a preposterous end. I have to admit that it had consistency. This movie is bad from beginning to end and not particularly worse or better in any part. The actors all did what they could. Roseanna Arquette deserves better. She demonstrates that she is very talented, very funny, and very sexy. But why does she have to demonstrate it in this turd ball.
5296	0	0	The plot it's not so original. If someone saw "L'ultimo Bacio" there's nothing new. A wealthy family in Rome living everyday life that's is boring and false, with everyone asking to others what they think about them. Really boring after an half of hour because it's simple to understand where the story is going to finish. This because it's simple to see the moralistic view of Muccino in this movie, so even the hardest parts seem normal. To summarise in the first 2 minutes of the movie it would be enough and the aim of the movie were already said. the family saw from a 30 years old, i don't like to see movie that want to show the reality but for be coherent to his thoughts has to push more than the normal the situations. Really good how Muccino put the camera in the right place moving with the carathers and it's the only reason that bring me not sleeping in the cinema though always in the movie scream from the begining. Perhaps it could be good to see the family how they are in reality and not put the blame to something out of it. Morante was intense and great as usual but unfortunatly on a bad movie!
23874	0	0	So Angela has grown up and gotten therapy and an operation to turn her into a real life daughter, rather than the son that she was born, and now holds a job as - wait for it - a camp counselor! How appropriate, right? I know, I love it. Anyway, the first sequel to the Sleepaway Camp franchise obeys all the rules of horror sequels - more blood, more imaginative killings (which aren't imaginative, but still more so than the original), more nudity, a more elaborate plot, and generally worse than the original.   It is entertaining in the same way as the original was, in that the characters and wardrobes are so goofy and so authentically 80's that you can't help getting a good laugh. At one point, a guy asks Angela out, and she says "I'll call you," and then quickly walks away. The guy says to himself, "How is she gonna call me? I don't have a phone!" and then he sniffs his armpits, wondering what turned her off (it's the hair, dude!!).  It is a well-known fact that in 80s slasher movies, the murdered teenagers were more often than not being punished by their killer for some kind of bad behavior, usually for being too promiscuous. When I first started getting into horror movies and saw the Friday the 13th movies for the first time in the mid 90s, I didn't realize this. I learned it in a film class a year or two later and was amazed that their was some method to the madness. I was pretty impressed, not only that the movies were passing on some kind of message, albeit a morbid one, but that there was actually some thought put into it.  But not in this movie! At one point just before Angela kills one of her victims, she says "Let this be a lesson to you. Say no to drugs!" Real subtle screen writing there, guys. Then again, the dialogue is the most entertaining thing in the movie. Angela (who, by the way, went through all that therapy and those operations and all that trouble to clean up her past and reinvent herself as a normal and well-developed person and then changed her name from Angela to, umm, Angela), says at one point, "I don't like being the wicked witch of the west, but I know what happens when things get out of control." (People start getting killed...by me! HA!)  Then later, she demands that one of the counselors, Mare, make an apology, to which the girl replies, "I'd rather die!" Sorry, Mare, but you really walked into that one...  Two years ago I was a camp counselor at a sleepaway camp similar to the one portrayed in this movie (except the camp that I taught at had more than three kids to the 15 or 20 counselors and it also had rules, which the one in the movie doesn't). This made me notice the myriad of discrepancies in the movie from what camp life is really like.   That's okay though, you can hardly make a movie like this with a lot of 9 year olds running around, although there were some 10 or 11 year old kids killed in this movie. I hadn't seen that kind of thing much before.   Definitely bad taste, even for a cheesy 80s slasher movie....
11708	0	0	May the saints preserve us, because this movie is not going to help.  Someone with access needs to e-mail Mel Gibson and tell him we need a faithful production of Beowulf. Something that actually has something in common with the epic poem that is the foundation for all modern western literature.  The recent (since 2000) versions of Beowulf make we wonder two things. First, why is there so much interest in the story. Second, why are all these filmmakers squandering mountains of cash on this crap.  The only reason this got a two is that the version with Lambert in it (Beowulf 2000) was worse and needed the 1.  What is even worse, some people will watch this and get the wrong idea about the poem. How can an industry where Peter Jackson gets a literary conversion to film so right can get it so wrong. I mean really, the Roman Forum as a model for Heorot is too much.  And PLEASE, horns on helmets? Spare me. This is insulting.  /hjm
19894	0	0	This is the third parody of the scary movies and hopefully the last. This time the spoof is mainly on The Ring, Signs and 8 Mile for some weird reason. In my opinion this movie was very pointless and unnecessary and not even funny. I laughed maybe three times and that is not enough for a comedy. I really enjoyed the first two but this one was just plain dumb. If your jokes consist of corpses getting beat up and people constantly throwing stuff at each other then this movie is for you. In my opinion, if your smart enough stay at home and save your money and please stop making these kind of movies, they just keep getting worse 3/10.
2902	0	0	In addition to his "Tarzan" series, the prolific Edgar Rice Burroughs did write many other books, although, aside from the popular "At the Earth's Core", few of these have been filmed. One exception is the novel entitled "The Lad and the Lion", brought to the screen as "The Lion Man" (1936), an over-talkative, static, old-hat, slow-moving and rather dull movie, despite being filmed on real desert locations. Actually "movie" is the wrong word. The narrative doesn't move but proceeds at a snail's pace in an abrupt series of jerks. For instance, at least five characters are given elaborate opening scenes and then just disappear. Even more frustrating for the keen movie fan, are the characters who make an impression of sorts (like the lass who plies Hall with drugged wine) but are enacted by players who are not credited! The credited thespians generally come off worse than the unknowns. One exception is Australian actress Finis Barton who gives a good account of the kidnapped harem girl who rescues young Master Fairy. Admittedly, most of the cast are saddled with atrocious King James dialogue which has to be heard to be believed! But the way to play this rubbish is tongue-in-cheek, a stratagem which does not seem to have occurred to a single one of the film's roster of no-talent players. Maybe director J.P. McCarthy scotched that idea. Anyway, it's sad to see the lovely Kathleen Burke forced to trade lines with the likes of Richard Carlyle (her dad) and Jon Hall (her suitor). Admittedly, Mr Hall delivers his lines with marginally more conviction than Mr Carlyle, but that is no recommendation.
18226	0	0	This movie was absolute torture. First of all, it's a whopping 4+ hours long! True, the Kargil war may have had several points that were captured and fought for, but every single one of those battles need not have been shown. So maybe this is a documentary, not a commercial film as advertised. Sure didn't seem like it, as enough background information was not given and there were some flaws. The battle sequences were so poorly executed. I am terribly disappointed from the man who gave well done sequences in Border. Each battle was the exact same as the previous. It was so predictable. (This might be a spoiler.) The whole army marches uphill, five or so soldiers curse five thousand times each (they also use the same cussword every time), one of the lead actors is shot, someone yells for a stretcher, the actor says, "No, don't get a stretcher. That will take 6 men from the battalion," and then an actor dies. That exact same thing happens over and over and over again. Oh, and the songs are so bad and so long. The cast of the movie is too big for its own good. Despite such a long movie, none of the characters were well developed. The actresses had the most miniscule roles. They all are dressed and portrayed to be the same. Two of them were weeping synchronized. It was so comical. They moved their hands and heads at the exact same time and then bit their dupatta together.  The list just goes on and on. I know I'm still forgetting something . Anyways, I think I have bashed the film enough that you get the picture.
22785	0	0	Words cannot begin to describe how blandly terrible this movie is. I wish it were "so bad it's good," but it's not. It's just dull, lifeless, and boring. It's so bad I couldn't even laugh at it.  In response to other posters, Anne-Marie Frigon is not the highlight of the movie. The only person less charismatic is the director Brett Kelly, who as a true statement on vanity, cast himself as the male lead. They both look like inbreeds, sister and brother.  The gal, Sherry Thurig, is a looker. The complete opposite of Anne-Marie - attractive. This girl is tall and willowy, and can act. Although you can tell she's holding back.  All the actors seem to be holding back, especially the supporting male, Mark. I've seen less wood in a rain forest, but he's still better than Kelly. Why would Kelly keep his actors from acting? Is he really that bad a director? Everyone else has summed the story up perfectly - there isn't one. Kids are kidnapped and Kelly steps in poo to solve the crime. I know how he felt stepping in the poo, it's how I felt after watching his movie.  Yes, I tried to get my money back from the rental store. This is a home movie best left to be seen by the friends of the director (and if you search them out, you'll see those same friends were the one who gave the movie positive marks).
17287	0	0	When I first started watching this movie I was looking for some kind of subtle metaphors but it soon dawned on me that this movie was indeed about people on a train. The interactions between people are like those you can see any day on the street and when in occasion there is a slightly more interesting situation the dialogue becomes stilted and boring. Its not that I don't get how this film is trying to portray the way people interact, it's just that in this film they are very boring. If you want to see and analyse these kinds of relationships you'd be best to actually go out and buy a train ticket and look at the people on the train with you. It is realistic but you wouldn't go to a movie to watch a film about you sitting there watching the movie.
9933	0	0	"Sundown:The Vampire in Retreat" is a rubbish.The acting is terrible,the atmosphere is non-existent and the characters are uninteresting.The only scary thing about this piece of scum is that majority of the IMDb users gave it a 10.This is really horrifying.No gore,no suspense,no violence,nothing.Bruce Cambell("The Evil Dead","Intruder")is completely wasted,the supporting cast is also terrible.Yes,some people may like this picture,especially a mainstream society but hard-core horror fans or gore-hounds won't enjoy this piece of crap.Personally I hate horror comedies,I prefer watching serious horror movies like "Cannibal Holocaust" or "Last House on the Left".In my opinion,a real horror movie is supposed to be scary,excessively bloody and disturbing,without stupid humour,which usually ruins the whole concept.This one isn't scary,isn't gory,isn't even funny as a comedy,so don't waste your precious time.
18150	0	0	Rachel, Jo, Hannah, Tina, Bradley and John are all on top form here. They deserve oscar nominations for their performances. I am a great fan of the tv show aswell. Their music rocks and they're all so talented! I am also a great exponent of SARCASM!!!!!!  IF YOU'RE AN S CLUB FAN DO NOT READ THIS!!!!!  The performances are terribly weak, the dialogue is terrible and the jokes are not even executed properly (i feel sorry for the director). The jokes are so unbelievably bad that 8 little, passionate S Club fans weren't laughing. They thought they could do it better. And they did. They conquered the world. They became S Club Juniors. Paul, "the fat, ugly one who started a mosh band" must be thanking his lucky stars that he left when he did. One of the worst movies ever made. BEWARE OF THIS MOVIE! DO NOT GO AND SEE IT! YOU WON'T LAUGH! YOU WILL CRY! 0/10 RJT
23004	0	0	I can't believe this movie managed to get such a relatively high rating of 6! It is barely watchable and unbelievably boring, certainly one of the worst films I have seen in a long, long time.  In a no-budget way, it reminded me of Star Wars Episodes I and II for the sheer impression that you are watching a total creative train wreck.  This film should be avoided at all costs. It's one of those "festival films" that only please the pseudo-intellectuals because they are so badly made those people think it makes it "different", therefore good.  Bad film-making is not "different", it's just bad film-making.
11107	0	0	This subject matter deserves a much better script, and final result, than this movie serves up. The script is full of holes because it was never conceived as a story, but rather a string of nightmare scenarios loosely knitted together. The gaps and loose ends in the story line are numerous. The scene where the kidnap victim is told that her parents are not dead, and have been looking for her since she was taken, is just bizarre. It is written as a cathartic therapy moment with the head of the shelter for runaways handing her a "missing poster" from when she was eight. In the real world, if the head of a shelter for runaways found out that he had, under his roof, a solved kidnapping, what would have followed would have been an immediate call to the police. It's a law enforcement issue not a 12 minute segment for Oprah. Everything that follows from there to the end is so short shrift that I can only conclude that the first 90 minutes was for pure gratuitous exploitation. Funny, that's what this movie is supposed to be condemning. In the end it seems to have joined in.
15290	0	0	The first ten minutes of this movie about making an international movie in Belgium, are fine: you see real chaos on the set, a producer on the edge of a nervous breakdown, the cool has been-director (Mickey Rourke), the bad tempered star, etc. You have seen everything before, but it's well done. BUT THEN! The rest of the time the film just repeats itself: the same ten minutes over and over again. No climax, no dramatic development, no good acting, not even bad acting, it just goes on and on and on. Mickey Rourke has two good minutes when his character talks about his f**ked up career in a scene where reality and fiction meet. Altogether, that makes 12 good minutes.  
4743	1	1	this was one of the most moving movies i have ever seen. i was about 12 years old when i watched it for the first time and whenever it is on TV i my eyes are glued to it. the acting and plot are amazing. it seems so true to reality and it touches on so many controversial topics. i recommend this movie to anyone interested in a good drama.
16673	1	1	Neil Simon had a knack for dialog and nowhere is this more evident than the lines he gives WALTER MATTHAU and JACK LEMMON as opposite types in THE ODD COUPLE--a mixture of comedy and sadness that depends entirely on the believability of two such mismatched friends sharing an apartment.  Lemmon is neatnik Felix Ungar, bent on suicide after the divorce from his wife and reluctantly agreeing to share an apartment with Oscar Madison (Matthau) with somewhat disastrous results. Seems that everything Felix says and does drives Oscar up the wall and neither one can stand the other's ways, with Oscar being the messiest male imaginable and Felix the exact opposite.  Funniest scene for me was when the giggling Pigeon sisters in the apartment above visit them on a dinner date. The priceless interaction between Lemmon, Matthau and Carole Shelley and Monica Evans is enough to put you in stitches. The talented Pigeon sisters are the gals who did the voices for the Gabble Sisters (a pair of geese) in Disney's THE ARISTOCATS, and here--their comic timing on top of Lemmon's sad story of despair is enough to spin the film into hilarity--where it remains much of the time.  If you're a Neil Simon fan and have enjoyed other screen treatments of his work, this one is not to be missed. Matthau and Lemmon are perfectly cast (even though they considered exchanging roles before filming began) and, of course, it's easy to see why it became a top-rated TV show later on.  Summing up: Top Simon comedy, not to be missed.
4209	1	1	I have seen the recent Region 2 DVD of this movie displayed in the "horror" section in an Oxford Street store and also advertised as a "classic thriller". In reality it is almost solely a vehicle for Arthur Askey, one of the most popular names in British comedy and light entertainment for over four decades.  Perhaps his incessantly cheerful, exuberant and essentially good-natured humour comes as a bit of a culture shock to many accustomed to the sour and cynical flavour of much British comedy of the past twenty five years. However there are still those who appreciate his lively and cheery persona and total avoidance of pathos. Askey was an idol of the great Tommy Cooper who frequently borrowed the "self-strangulation" gag that Arthur attempts to entertain the stranded passengers with.  There is a striking, rare appearance by the under-rated Linden Travers, who makes an impact as the mysterious Julie.
17463	1	1	Scoop *** out of **** Woody Allen is definitely not my favorite director, but I enjoyed "Match Point." It was an excellent dark romantic thriller that luckily did not star Woody Allen. It did have the beautiful Scarlett Johansson in it.  "Scoop" is Woody Allen's latest film and though he appears in this one, it's OK. It also features Scarlett Johansson and the two of them work perfect together.  Johansson plays Sondra Pransky, a young college journalist who gets the scoop of a life time from the ghost of Joe Strombel (Ian McShane.) Joe heard the scoop while on a boat with the grim reaper and a bunch of other souls the Reaper has taken. One of those souls is the secretary of Peter Lyman (Hugh Jackman.) She tells Joe that Peter may be the serial killer roaming the streets of England. Joe, with the scoop of a life time, travels back to the living and gives this info to Sondra, during a magic act. Sondra is at some magic show with Magician Sid Waterman (Woody Allen.) She becomes a volunteer to go in a disappearing box and while she is in the box, she gets the visit from Joe. Not knowing what to do, she enlists the help of Sid Waterman to help her crack the case.  This film has a nice light-hearted feel to it compared to "Match Point" and yet it all works. Johansson and Allen work great together. Allen's humor fits perfect for this story and role. Hugh Jackman is terrific as Peter Layman, the "suspected" serial killer.  This is a fun little movie to see if your ever looking for one to watch. The cast ensemble works well together and the story flows and you sometimes forget that your watching Woody Allen be himself. I say give it a chance because you just might like it.
22295	1	1	I hate over-long over-talky French movies, but my favorite movie of all time is the longest and talkiest French movie of them all. I saw it twice in the mid-70's, and then it disappeared. But I finally got to see it again in 1999, and fell in love all over again. What is most remarkable is that it feels every bit as fresh today as it did 25 years ago. If you haven't seen it, don't miss your chance!
11641	1	1	For the first three seasons, Sabrina was a gem hidden away on TGIF (and later, early school-day afternoon reruns). Each episode had a maniac, zany energy and rapid-fire pacing that overcame the occasional awkward joke. Melissa Joan Hart exuded a keen talent for physical comedy, particularly in her facial expressions. Her two aunts, playing the "straight men," or as straight as two witches could be, had great comic timing and general chemistry with Hart. Salem, as a talking cat, was free to dabble in whatever mad scheme he was interested in, and one could laugh and take it all in stride because he was, after all, a talking cat. Sabrina's friends rounded out the social experience at school, in which also housed the typical "evil cheerleader" and "totalitarian principal." Perhaps the most interesting and unique aspect of the show was the ability to merge pop culture (e.g., bands of the era, Jerry Springer), archetypal human condition/morality (e.g., the importance of friendship, the spirit of Christmas), and the literal representation of such related metaphors in the Magical Realm. Unfortunately, like so many other shows throughout the age of television, the show hit its peak during the first three years, which coincided with Sabrina attending high school. Starting in season four, the move to college marked what would become a precipitous decline in the general quality of the show, particularly when the writers chose to introduce Josh as Harvey's rival, and concocting thin excuses for Aunts Hilda and Zelda to remain on-screen as key players. The final season, where Sabrina works at a pop culture magazine, was unequivocally disappointing. Still, in the end, Sabrina (particularly the high school years) remains a unique entry as a hybrid situational comedy with magical elements that elevates it above the tiresome fare that is produced in this genre every year.
20361	1	1	I admit, the first time I watched Even Cowgirls Get the Blues, I didn't think it was very memorable in any regard. But now after viewing it the 7th time, I admit that it has very much grown on me. The characters of Sissy, Ms. Jellybean, and the Countess have become very endearing. And the romance between Sissy and Jellybean seems very sweet. Though the plot is very weak, I think the satirical humor more than makes up for it. Then there's the kick-ass soundtrack which features the tremendously talented K.D. Lang (who reminds me a little of Patsy Cline) at her best. I can't think of any movie that has "grown on me" after an inauspicious first impression, as much as Cowgirls has.
