doc_index	true_label	exp_label	doc_text
84	0	0	responds to a lot of grief given to him a.k.a. "The Sagemaster" [ . . .]  Most of Scotty's followup *was* irrelevant to the original question, but this is not unusual, as threads often quickly evolve away from the original topic.  What I could not understand is why Jim spent so much time responding to what he regarded as irrelevancies.  [ . . . ] [ . . . ]  Well, I guess hypothetical Adam was "the majority of mankind" seeing how he was the ONLY man at the time.   I understand what you mean by "collective," but I think it is an insane perversion of justice.  What sort of judge would punish the descendants for a crime committed by their ancestor?   Well, I must admit that you probably read a.a. more often than I read the Bible these days.  But you missed a couple of good followups to your post.  I'm sending you a personal copy of my followup which I hope you will respond to publically in a.a.
144	0	0	Stuff deleted  All five schools of law (to the best of my knowledge) support the death sentence for apostasy WHEN it is accompanied by open, persistent, and aggravated hostility to Islam. Otherwise I agree, there is no legal support for punishment of disbelief. The Qur'an makes it clear that belief is a matter of conscience. Public or private disavowal of Islam or conversion to another faith is not punishable (there are some jurists who have gone against this trend and insisted that apostasy is punishable (even by death) - but historically they are the exception.  Cursing and Insulting the Prophets falls under the category of "Shatim". 
418	0	0	 What do you mean by omnipotent here?  Do you mean by "omnipotent" that God should be able to do anything/everything?  This creates a self-contradictory definition of omnipotence which is effectively useless.  To be descriptive, omnipotence must mean "being all-powerful" and not "being able to do anything/everything".  Let me illustrate by analogy. Suppose the United States were the only nuclear power on earth.  Suppose further that the US military could not effectively be countered by any nation or group of nations.  The US has the power to go into any country at any time for any reason to straighten things out as the leaders of the US see fit.  The US would be militarily "omnipotent".  But suppose further that the US holds to a doctrine/philosophy of not interfering in the internal affairs of any nation, such as the current civil war in the former Yugoslavian states.  Technically (in this scenario) the US would have the power to  unilaterally go into Yugoslavia and straighten out the mess.  But effectively the US could not intervene without violating its own policy  of non-interference.  If the policy of non-interference were held to strongly enough, then there would never be a question that it would ever be violated.  Effectively, the US would be limited in what it could actually do, although it had the power to do "whatever it wanted". The US would simply "never want to interfere" for such an idea would be beyond the consideration of its leaders given such an inviolate non-interference policy.  God is effectively limited in the same sense.  He is all powerful, but He cannot use His power in a way that would violate the essence of what He, Himself is.  I hope this helps to clear up some of the misunderstanding concerning omnipotence.  Regards,
748	0	0	:  : And thank the Lord that Bill Connor has returned to set : us straight!  Now I know I can die happy when my Lexus : SE400 wipes out on that rain-slick curve in 1997.  The : rest of you had best straighten up, because your time  : is even more limited.  Most of you are going in the Flu : of 1994.  Maddi,  You know you're glad to have me visit ... But I won't stay long this time, just shopping around.
359	0	0	  ( in <1993Apr16.163729.867@batman.bmd.trw.com> )   ( responding to Dave "First With Official A.A Nickname" Fuller )   [ ... ]  That means that it is an effective anti-recidivism measure.  It does not say that it deters an individual from committing a capital crime in the first place.  The true question is whether the threat of death is likely to actually stop one from murdering.  (Or commiting treason -- are there any other capital crimes anywhere in the USA?)  That is, if there were no death penalty, would its introduction deter a would-be criminal from committing her/his crime?  I doubt it.  This is only the first step.  Even if it were a strong deterrent (short of being a complete deterrent) I would reject it.  For what about the case of the innocent executed?  And even if we could eliminate this possibility, I would reject the death penalty as immoral. This makes me something of a radical on the issue, although I think there are many opponents of captial punishment who agree with me, but who find the innocent executed the strongest argument to make.  I would, if magically placed in charge, facilitate state-aided suicide for criminals who have life-sentences.  This could be a replacement for capital punishment.  Those who don't want to live the rest of their lives in jail would always have this option.
667	0	0	 That's very interesting.    I wonder, are women's reactions recorded after a frustrating night with a man?   Is that considered to be important?
744	0	0	 Welcome.  I am the official keeper of the list of nicknames that people are known by on alt.atheism (didn't know we had such a list, did you). Your have been awarded the nickname of "Buckminster."  So the next time you post an article, sign with your nickname like so: Dave "Buckminster" Fuller.  Thanks again.  Jim "Humor means never having to say you're sorry" Copeland
338	0	0	      I think many reading this group would also benefit by knowing how deviant the view _as I've articulated it above_ (which may not be the true view of Khomeini) is from the basic principles of Islam.  So that the non-muslim readers of this group will see how far from  the simple basics of Islam such views are on the face of them. And  if they are _not_ in contradiction with the basics of Islam, how  subtle such issues are and how it seems sects exist in Islam while  they are explicitly proscribed by the Qur'an.     In my opinion considering any human being as having a substance or metaphysical fundamentally different from that of any other human being _is_ a heretical notion and one proscribed by Islam.      Absolutely! I would be interested in discussing this privately and I am interested in hearing how one might try to make the concept of error-free and sinless human beings philosophically consistent with the teachings of the Qur'an. However, _prima facie_ such attemptsa are highly susceptible to degenerating into monkery, explicitly proscribed by the Qur'an.    Alaikum Wassalam 
487	0	0	  The quotation marks should enclose "laws," not "must."  If there were no such rules, even instinctive ones or unwritten ones, etc., then surely some sort of random chance would lead a chimp society into chaos.
758	0	0	      I agree fully with the above statement and is *precisely* what I meant by my previous statements about Islam not being anarchist and the law not being _enforcible_ despite the _law_ being applicable.      I disagree with this conclusion about the _applicability_ of the  Islamic law to all muslims, wherever they may be. The above conclusion  does not strictly follow from the foregoing, but only the conclusion  that the fatwa cannot be *enforced* according to Islamic law. However,  I do agree that the punishment cannot be applied to Rushdie even *were* it well founded.    Certainly putting a price on the head of Rushdie in Britain is a criminal  act according to Islamic law.     Yes.    
634	0	0	 True, all you need to define is one statement that defined one polarity, and all the other states are considered the other polarity. Then again what is the meaning of nil, false or true :-) ?  Cheers, Kent
372	0	0	  Well, that's the question, isn't it?  The goals are probably not all that obvious.  We can set up a few goals, like happiness and liberty and the golden rule, etc.  But these goals aren't inherent.  They have to be defined before an objective system is possible.   It is not too difficult, one you have goals in mind, and absolute knoweldge of everyone's intent, etc.   Omniscience is fine, as long as information is not given away.  Isn't this the resolution of the free will problem?  An interactive omniscient being changes the situation.   Well, I was speaking about an objective system in general.  I didn't mention a specific goal, which would be necessary to determine the morality of an action.
503	0	0	       I am not Mathew (Mantis) but any (successful) first year logic student will see that you are logically correct, the other poster is logically incorrect. 
675	0	0	 You don't think these are little things because with twenty-twenty hindsight, you know what they led to.
316	0	0	: I : |> Jim, : |>  : |> I always thought that homophobe was only a word used at Act UP : |> rallies, I didn't beleive real people used it. Let's see if we agree : |> on the term's definition. A homophobe is one who actively and : |> militantly attacks homosexuals because he is actually a latent : |> homosexual who uses his hostility to conceal his true orientation. : |> Since everyone who disapproves of or condemns homosexuality is a : |> homophobe (your implication is clear), it must necessarily follow that : |> all men are latent homosexuals or bisexual at the very least. : |>  :  : Crap crap crap crap crap.  A definition of any type of 'phobe comes from : phobia = an irrational fear of.  Hence a homophobe (not only in ACT UP meetings, : the word is apparently in general use now.  Or perhaps it isn't in the bible?   : Wouldst thou prefer if I were to communicate with thou in bilespeak?) :  : Does an arachnophobe have an irrational fear of being a spider?  Does an : agoraphobe have an irrational fear of being a wide open space?  Do you : understand English? :  : Obviously someone who has  phobia will react to it.  They will do their best : to avoid it and if that is not possible they will either strike out or : run away.  Or do gaybashings occur because of natural processes?  People : who definately have homophobia will either run away from gay people or : cause them (or themselves) violence. :   Isn't that what I said ... What are you taking issue with here, your remarks are merely parenthetical to mine and add nothing useful.  : [...] :  : |> It would seem odd if homosexuality had any evolutionary function : |> (other than limiting population growth) since evolution only occurs : |> when the members of one generation pass along their traits to : |> subsequent generations. Homosexuality is an evolutionary deadend. If I : |> take your usage of the term, homophobe, in the sense you seem to : |> intend, then all men are really homosexual and evolution of our : |> species at least, is going nowhere. : |>  :  : So *every* time a man has sex with a woman they intend to produce children? : Hmm...no wonder the world is overpopulated.  Obviously you keep to the : Monty Python song:  "Every sperm is sacred".  And if, as *you* say, it has : a purpose as a means to limit population growth then it is, by your own  : arguement, natural.  Consider the context, I'm talking about an evolutionary function. One of the most basic requirements of evolution is that members of a species procreate, those who don't have no purpose in that context.  :  : |> Another point is that if the offspring of each generation is to : |> survive, the participation of both parents is necessary - a family must : |> exist, since homosexuals do not reproduce, they cannot constitute a : |> family. Since the majority of humankind is part of a family, : |> homosexuality is an evolutionary abberation, contrary to nature if you : |> will. : |>  :  : Well if that is true, by your own arguements homosexuals would have  : vanished *years* ago due to non-procreation.  Also the parent from single : parent families should put the babies out in the cold now, cos they must, : by your arguement, die.  By your argument, homosexuality is genetically determined. As to your second point, you prove again that you have no idea what context means. I am talking about evolution, the preservation of the species, the fundamental premise of the whole process. :  : |> But it gets worse. Since the overwhelming majority of people actually : |> -prefer- a heterosexual relationship, homosexuality is a social : |> abberation as well. The homosexual eschews the biological imperative : |> to reproduce and then the social imperative to form and participate in : |> the most fundamental social element, the family. But wait, there's : |> more. : |>  :  : Read the above.  I expect you to have at least ten children by now, with : the family growing.  These days sex is less to do with procreation (admittedly : without it there would be no-one) but more to do with pleasure.  In pre-pill : and pre-condom days, if you had sex there was the chance of producing children. : These days is just ain't true!  People can decide whether or not to have  : children and when.  Soon they will be able to choose it's sex &c (but that's  : another arguement...) so it's more of a "lifestyle" decision.  Again by : your arguement, since homosexuals can not (or choose not) to reproduce they must : be akin to people who decide to have sex but not children.  Both are  : as "unnatural" as each other.  Yet another non-sequitur. Sex is an evolutionary function that exists for procreation, that it is also recreation is incidental. That homosexuals don't procreate means that sex is -only- recreation and nothing more; they serve no -evolutionary- purpose.  :  : |> Since homosexuals have come out the closet and have convinced some : |> policy makers that they have civil rights, they are now claiming that : |> their sexuality is a preference, a life-style, an orientation, a : |> choice that should be protected by law. Now if homosexuality is a mere : |> choice and if it is both contrary to nature and anti-social, then it : |> is a perverse choice; they have even less credibility than before they : |> became prominent.  : |>  :  : People are people are people.  Who are you to tell anyone else how to live : their life?  Are you god(tm)?  If so, fancy a date?  Here's pretty obvious dodge, do you really think you've said anything or do you just feel obligated to respond to every statement? I am not telling anyone anything, I am demonstrating that there are arguments against the practice of homosexuality (providing it's a merely an alternate lifestlye) that are not homophobic, that one can reasonably call it perverse in a context even a atheist can understand. I realize of course that this comes dangerously close to establishing  a value, and that atheists are compelled to object on that basis, but if you are to be consistent, you have no case in this regard. :  : |> To characterize any opposition to homosexuality as homophobic is to : |> ignore some very compelling arguments against the legitimization of : |> the homosexual "life-style". But since the charge is only intended to : |> intimidate, it's really just demogoguery and not to be taken : |> seriously. Fact is, Jim, there are far more persuasive arguments for : |> suppressing homosexuality than those given, but consider this a start. : |>  :  : Again crap.  All your arguments are based on outdated ideals.  Likewise the : bible.  Would any honest Christian condemn the ten generations spawned by : a "bastard" to eternal damnation?  Or someone who crushes his penis (either : accidently or not..!).  Both are in Deuteronomy.  I'm sure your comment pertains to something, but you've disguised it so well I can't see what. Where did I mention ideals, out-dated or otherwise? Your arguments are very reactionary; do you have anything at all to contribute?  :  : |> As to why homosexuals should be excluded from participation in : |> scouting, the reasons are the same as those used to restrict them from : |> teaching; by their own logic, homosexuals are deviates, social and : |> biological. Since any adult is a role model for a child, it is : |> incumbent on the parent to ensure that the child be isolated from : |> those who would do the child harm. In this case, harm means primarily : |> social, though that could be extended easily enough. : |>  : |>  :  : You show me *anyone* who has sex in a way that everyone would describe as : normal, and will take of my hat (Puma baseball cap) to you.  "One man's meat : is another man's poison"! :   What has this got to do with anything? Would you pick a single point that you find offensive and explain your objections, I would really like to believe that you can discuss this issue intelligibly.
779	1	1	  There is a rite like this described in Joseph Campbell's _Occidental_Mythology_.  He also described levels of initiation, I think 6?  I don't know where Campbell got his info, but I remember thinking he was being a little eclectic.   Quite a bit.  If you haven't read Campbell, give him a try.   
533	1	1	Just a few cheap shots a Christianity:  Riddle: What is the shortest street in Jerusalem? Answer: The Street of the Righteous Poles.  Limrick:  There was an archeologist Thostle Who found an amazing fossil By the way it was bent And the knot it the end 'twas the penis of Paul the Apostle.  Jingle: Christianity hits the spot Twelve Apostles thats a lot Jesus Christ and a Virgin too Christianity's the faith for you (with apologies to Pepsi Cola and its famous jingle)  Riddle: How many Christians does it take to save a light bulb. Answer: None, only Jesus can save.  Aphorism: Jesus Saves Moses Invests  Proof that Jesus was Jewish: 1. He lived at home till he was 33 2. He went into his fathers business 3. He thought he mother was a virgin 4. His mother thought he was God.  QED.  So long you all  Bob Kolker "I would rather spend eternity in Hell with interesting people  than eternity in Heaven with Christians"  
68	1	1	  It is true that Mormons believe that all spirits (including Jesus, Lucifer, Robert Weiss) are in the same family.  It does not mean that Jesus was created, but rather that Lucifer and Robert Weiss were not.  I agree that this is a "heresy".  So what?   The sweating of blood in Gethsemene is not a basic Mormon doctrine.  Jesus did not perform the atonement in Getheseme alone, as some anti-Mormons are trying to teach.   As far as the "unpardonable sin" whatever that is, it is Biblical, and not specifically Mormon.  It is also called the sin against the Holy Ghost.  Most Bible scholars (other than conservative ones) do not believe Jehovah and Elohim were always the same. I'm sure you've heard of the J and the E texts?  I don't know what you mean by "That He needed to be saved".  Jesus? Jehovah?  Elohim?  In Mormon doctrine, Jesus was sinless, and thus did not "need to be saved".     --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon." 
209	1	1	Tony     I appreciate the narrow-mindedness of the view expressed in the text you quoted.  I also appreciate your being amused by such determined ignorance.  Without taking anything away from your mirth, I want to say that these views sadden me. I can only hope that that sort of narrow-mindedness will die with the generations that have promoted it.  Teach  your children well.  <wet blanket mode off>  Pax.  John  
168	1	1	 Looking at [1] we find that during Roman times "Tyre vied with Sidon for first place in the intellectual life of the period"; that Tyre was the seat of a Christian bishop, eventually with 14 dioceses under it; that "the most magnificent church of its kind in all Phoenecia" was the basilica built in Tyre ca. 314; that Tyre was well known for its exports of glassware, wine, white marble, and dyed cloth; that Tyre, along with other seaports, "provided outlets for South Arabian, Indian and even Chinese trade"; that Tyre had to accomodate its growing population by "following a perpendicular, rather than horizontal, line of growth" (because it was running out of land to build on); that Tyre established colonies of its own.  None of this sounds like a "small fishing village" by any stretch of the imagination.  Centuries later, under the Abbasids, Tyre had "opulent and flourishing bazaars" and buildings of 5-6 stories.  During this period, Tyre was "noted for its export of sugar, beads, and, as of old, glassware." During the Crusades, Tyre was the second-most flourishing city held by Franks.  (There is a lot more, but I got tired of writing.)  In [2] we read the following description of modern Lebanon: "other *major cities* in Lebanon include Tripoli, Sidon, Tyre, Baalbek and Zahlah."  [my emphasis]  This source also discusses the impact of the Lebanese Civil War, and the Israeli military actions (1978, 1982) on the trading ports of Tyre and Sidon.  It notes that after Israel's withdrawel in 1984, "Tyre appeared to enjoy a revival of its local economy."  If Tyre is such an insignificant little fishing village at present, why is it always called a city (or, above, a "major city")?  Why does it show up on all the maps?   When population figures for cities in Lebanon are given, why is Tyre always one of the cities on the list (even if the list is only a dozen cities long)?  [1] Philip K. Hitti, _Lebanon in History: From the earliest times to the present_, NY, St. Martins, 1967.    [2] Federal Research Division, Library of Congress, _Lebanon: a country study_, edited by Thomas Collelo, 1989.   A one-horse town?  Sounds like a lot of work for one horse. (Anyway, Tyre is connected by roads to the mainland.  They may even use cars these days. :-)   The 1991 Encyclopedia Britannica says "Pop. (1982 est.) 23,000."   Most other references give figures in the 14-17 thousand range. (One atlas gives the population of Tyre as 60,000; the same source give comparatively high figures for Sidon and Beirut, also, so I doubt that it is a typo.  Perhaps these were figures for the cities and their surrounding areas.)  I don't doubt that the population of Tyre has fluctuated over the last few decades.  In particular, the 1982 Israeli military action hurt Tyre quite a bit.      I thought you were talking about times that Tyre was destroyed. Don't most, if not all, of these apply not just to Tyre but to  the other cities in the area?  Sidon, for example?  Can you make a case for Tyre having been singled out?   They had a good deal of autonomy under the Seleucids. From [2]: Tyre "receiv[ed] the rights [of autonomy] from Antiochus Ephiphanes and from 125 BC onward enjoy[ed] complete autonomy. She started a large series of coins, occasionally in gold ..."  The descriptions of Tyre under the Romans don't seem to fit your characterization, either.  And under the Abbasids it seems to have been allowed to flourish.  I still think you are stretching when you try to describe Tyre as having been nothing but a small fishing village.   A Christian apologist whose standards of scholarship are quite low. He happens to quote the same source you quote (Nina Jidejian, _Tyre through the Ages_, Beirut, Dar El-Mashreq Publishers, 1969). The same sentence, in fact.  He defends the fulfillment of the prophecy using the same argument you are using, an argument that I haven't seen in print anywhere else, which is why I jumped to the conclusion that you were quoting Josh.  (I tried to find the Jidejian book, but it isn't listed in Books in Print.  Can you tell me more about it? Her descriptions are so much at odds with everything else I've read; I'm curious to know why.)
